Process(V) Name                 Module Base Module Name          Result
0x868c2030 svchost.exe          0x0767a0000 USP10.dll            OK: module.772.de4c2030.767a0000.dll
0x868c2030 svchost.exe          0x074db0000 CRYPTSP.dll          OK: module.772.de4c2030.74db0000.dll
0x868c2030 svchost.exe          0x076dd0000 ole32.dll            OK: module.772.de4c2030.76dd0000.dll
0x868c2030 svchost.exe          0x0747a0000 FirewallAPI.dll      OK: module.772.de4c2030.747a0000.dll
0x868c2030 svchost.exe          0x073400000 fwpuclnt.dll         OK: module.772.de4c2030.73400000.dll
0x868c2030 svchost.exe          0x075210000 SSPICLI.DLL          OK: module.772.de4c2030.75210000.dll
0x868c2030 svchost.exe          0x075840000 ADVAPI32.dll         OK: module.772.de4c2030.75840000.dll
0x868c2030 svchost.exe          0x074820000 rpcepmap.dll         OK: module.772.de4c2030.74820000.dll
0x868c2030 svchost.exe          0x076840000 sechost.dll          OK: module.772.de4c2030.76840000.dll
0x868c2030 svchost.exe          0x074a50000 credssp.dll          OK: module.772.de4c2030.74a50000.dll
0x868c2030 svchost.exe          0x074860000 rpcss.dll            OK: module.772.de4c2030.74860000.dll
0x868c2030 svchost.exe          0x076ca0000 user32.dll           OK: module.772.de4c2030.76ca0000.dll
0x868c2030 svchost.exe          0x0768c0000 GDI32.dll            OK: module.772.de4c2030.768c0000.dll
0x868c2030 svchost.exe          0x0756d0000 kernel32.dll         OK: module.772.de4c2030.756d0000.dll
0x868c2030 svchost.exe          0x0758e0000 MSCTF.dll            OK: module.772.de4c2030.758e0000.dll
0x868c2030 svchost.exe          0x074920000 VERSION.dll          OK: module.772.de4c2030.74920000.dll
0x868c2030 svchost.exe          0x074b50000 rsaenh.dll           OK: module.772.de4c2030.74b50000.dll
0x868c2030 svchost.exe          0x074d60000 wship6.dll           OK: module.772.de4c2030.74d60000.dll
0x868c2030 svchost.exe          0x077350000 NSI.dll              OK: module.772.de4c2030.77350000.dll
0x868c2030 svchost.exe          0x075320000 RpcRtRemote.dll      OK: module.772.de4c2030.75320000.dll
0x868c2030 svchost.exe          0x0750c0000 secur32.dll          OK: module.772.de4c2030.750c0000.dll
0x868c2030 svchost.exe          0x0773f0000 IMM32.DLL            OK: module.772.de4c2030.773f0000.dll
0x868c2030 svchost.exe          0x076a10000 WS2_32.dll           OK: module.772.de4c2030.76a10000.dll
0x868c2030 svchost.exe          0x075620000 msvcrt.dll           OK: module.772.de4c2030.75620000.dll
0x868c2030 svchost.exe          0x074830000 wshtcpip.dll         OK: module.772.de4c2030.74830000.dll
0x868c2030 svchost.exe          0x075280000 CRYPTBASE.dll        OK: module.772.de4c2030.75280000.dll
0x868c2030 svchost.exe          0x0757b0000 OLEAUT32.dll         OK: module.772.de4c2030.757b0000.dll
0x868c2030 svchost.exe          0x075550000 KERNELBASE.dll       OK: module.772.de4c2030.75550000.dll
0x868c2030 svchost.exe          0x076ad0000 CLBCatQ.DLL          OK: module.772.de4c2030.76ad0000.dll
0x868dc9f8 svchost.exe          0x0001b0000 svchost.exe          OK: module.868.de4dc9f8.1b0000.dll
0x868dc9f8 svchost.exe          0x0771e0000 ntdll.dll            OK: module.868.de4dc9f8.771e0000.dll
0x868dc9f8 svchost.exe          0x074130000 POWRPROF.dll         OK: module.868.de4dc9f8.74130000.dll
0x868dc9f8 svchost.exe          0x0735b0000 nrpsrv.DLL           OK: module.868.de4dc9f8.735b0000.dll
0x868dc9f8 svchost.exe          0x076f30000 RPCRT4.dll           OK: module.868.de4dc9f8.76f30000.dll
0x868dc9f8 svchost.exe          0x071360000 wbemcomn.dll         OK: module.868.de4dc9f8.71360000.dll
0x868dc9f8 svchost.exe          0x06fc00000 wscsvc.dll           OK: module.868.de4dc9f8.6fc00000.dll
0x868dc9f8 svchost.exe          0x074d70000 mswsock.dll          OK: module.868.de4dc9f8.74d70000.dll
0x868dc9f8 svchost.exe          0x077320000 MSASN1.dll           OK: module.868.de4dc9f8.77320000.dll
0x868dc9f8 svchost.exe          0x074b50000 rsaenh.dll           OK: module.868.de4dc9f8.74b50000.dll
0x868dc9f8 svchost.exe          0x074990000 USERENV.dll          OK: module.868.de4dc9f8.74990000.dll
0x868dc9f8 svchost.exe          0x0767a0000 USP10.dll            OK: module.868.de4dc9f8.767a0000.dll
0x868dc9f8 svchost.exe          0x074db0000 CRYPTSP.dll          OK: module.868.de4dc9f8.74db0000.dll
0x868dc9f8 svchost.exe          0x0730f0000 dhcpcsvc6.DLL        OK: module.868.de4dc9f8.730f0000.dll
0x868dc9f8 svchost.exe          0x0743a0000 AVRT.dll             OK: module.868.de4dc9f8.743a0000.dll
0x868dc9f8 svchost.exe          0x076dd0000 ole32.dll            OK: module.868.de4dc9f8.76dd0000.dll
0x868dc9f8 svchost.exe          0x073540000 dhcpcore.dll         OK: module.868.de4dc9f8.73540000.dll
0x868dc9f8 svchost.exe          0x0747a0000 firewallapi.dll      OK: module.868.de4dc9f8.747a0000.dll
0x868dc9f8 svchost.exe          0x073800000 audioses.dll         OK: module.868.de4dc9f8.73800000.dll
0x868dc9f8 svchost.exe          0x076840000 sechost.dll          OK: module.868.de4dc9f8.76840000.dll
0x868dc9f8 svchost.exe          0x076a10000 WS2_32.dll           OK: module.868.de4dc9f8.76a10000.dll
0x868dc9f8 svchost.exe          0x077340000 LPK.dll              OK: module.868.de4dc9f8.77340000.dll
0x868dc9f8 svchost.exe          0x076d70000 SHLWAPI.dll          OK: module.868.de4dc9f8.76d70000.dll
0x868dc9f8 svchost.exe          0x073a30000 NLAapi.dll           OK: module.868.de4dc9f8.73a30000.dll
0x868dc9f8 svchost.exe          0x075600000 DEVOBJ.dll           OK: module.868.de4dc9f8.75600000.dll
0x868dc9f8 svchost.exe          0x075840000 ADVAPI32.dll         OK: module.868.de4dc9f8.75840000.dll
0x868dc9f8 svchost.exe          0x0734a0000 dhcpcore6.dll        OK: module.868.de4dc9f8.734a0000.dll
0x868dc9f8 svchost.exe          0x074a50000 credssp.dll          OK: module.868.de4dc9f8.74a50000.dll
0x868dc9f8 svchost.exe          0x074160000 audiosrv.dll         OK: module.868.de4dc9f8.74160000.dll
0x868dc9f8 svchost.exe          0x0748f0000 WINNSI.DLL           OK: module.868.de4dc9f8.748f0000.dll
0x868dc9f8 svchost.exe          0x073480000 wkscli.dll           OK: module.868.de4dc9f8.73480000.dll
0x868dc9f8 svchost.exe          0x076ca0000 USER32.dll           OK: module.868.de4dc9f8.76ca0000.dll
0x868dc9f8 svchost.exe          0x0768c0000 GDI32.dll            OK: module.868.de4dc9f8.768c0000.dll
0x868dc9f8 svchost.exe          0x0756d0000 kernel32.dll         OK: module.868.de4dc9f8.756d0000.dll
0x868dc9f8 svchost.exe          0x074c30000 DNSAPI.dll           OK: module.868.de4dc9f8.74c30000.dll
0x868dc9f8 svchost.exe          0x0758e0000 MSCTF.dll            OK: module.868.de4dc9f8.758e0000.dll
0x868dc9f8 svchost.exe          0x0755a0000 WINTRUST.dll         OK: module.868.de4dc9f8.755a0000.dll
0x868dc9f8 svchost.exe          0x0752f0000 WINSTA.dll           OK: module.868.de4dc9f8.752f0000.dll
0x868dc9f8 svchost.exe          0x06ae70000 wuapi.dll            OK: module.868.de4dc9f8.6ae70000.dll
0x868dc9f8 svchost.exe          0x074900000 IPHLPAPI.DLL         OK: module.868.de4dc9f8.74900000.dll
0x868dc9f8 svchost.exe          0x0710a0000 wbemprox.dll         OK: module.868.de4dc9f8.710a0000.dll
0x868dc9f8 svchost.exe          0x075430000 CRYPT32.dll          OK: module.868.de4dc9f8.75430000.dll
0x868dc9f8 svchost.exe          0x074920000 VERSION.dll          OK: module.868.de4dc9f8.74920000.dll
0x868dc9f8 svchost.exe          0x073400000 fwpuclnt.dll         OK: module.868.de4dc9f8.73400000.dll
0x868dc9f8 svchost.exe          0x06af00000 dbghelp.dll          OK: module.868.de4dc9f8.6af00000.dll
0x868dc9f8 svchost.exe          0x06fec0000 napinsp.dll          OK: module.868.de4dc9f8.6fec0000.dll
0x868dc9f8 svchost.exe          0x0755d0000 CFGMGR32.dll         OK: module.868.de4dc9f8.755d0000.dll
0x868dc9f8 svchost.exe          0x077350000 NSI.dll              OK: module.868.de4dc9f8.77350000.dll
0x868dc9f8 svchost.exe          0x074d60000 wship6.dll           OK: module.868.de4dc9f8.74d60000.dll
0x868dc9f8 svchost.exe          0x06f1a0000 Cabinet.dll          OK: module.868.de4dc9f8.6f1a0000.dll
0x868dc9f8 svchost.exe          0x0705a0000 winrnr.dll           OK: module.868.de4dc9f8.705a0000.dll
0x868dc9f8 svchost.exe          0x075330000 profapi.dll          OK: module.868.de4dc9f8.75330000.dll
0x868dc9f8 svchost.exe          0x0757b0000 OLEAUT32.dll         OK: module.868.de4dc9f8.757b0000.dll
0x868dc9f8 svchost.exe          0x075320000 RpcRtRemote.dll      OK: module.868.de4dc9f8.75320000.dll
0x868dc9f8 svchost.exe          0x0750c0000 secur32.dll          OK: module.868.de4dc9f8.750c0000.dll
0x868dc9f8 svchost.exe          0x073ff0000 PROPSYS.dll          OK: module.868.de4dc9f8.73ff0000.dll
0x868dc9f8 svchost.exe          0x0773f0000 IMM32.DLL            OK: module.868.de4dc9f8.773f0000.dll
0x868dc9f8 svchost.exe          0x076600000 SETUPAPI.dll         OK: module.868.de4dc9f8.76600000.dll
0x868dc9f8 svchost.exe          0x074690000 wevtsvc.dll          OK: module.868.de4dc9f8.74690000.dll
0x868dc9f8 svchost.exe          0x075620000 msvcrt.dll           OK: module.868.de4dc9f8.75620000.dll
0x868dc9f8 svchost.exe          0x074830000 wshtcpip.dll         OK: module.868.de4dc9f8.74830000.dll
0x868dc9f8 svchost.exe          0x0711a0000 NTDSAPI.dll          OK: module.868.de4dc9f8.711a0000.dll
0x868dc9f8 svchost.exe          0x073640000 lmhsvc.dll           OK: module.868.de4dc9f8.73640000.dll
0x868dc9f8 svchost.exe          0x071200000 fastprox.dll         OK: module.868.de4dc9f8.71200000.dll
0x868dc9f8 svchost.exe          0x075210000 SSPICLI.DLL          OK: module.868.de4dc9f8.75210000.dll
0x868dc9f8 svchost.exe          0x075280000 CRYPTBASE.dll        OK: module.868.de4dc9f8.75280000.dll
0x868dc9f8 svchost.exe          0x073490000 netutils.dll         OK: module.868.de4dc9f8.73490000.dll
0x868dc9f8 svchost.exe          0x06fea0000 pnrpnsp.dll          OK: module.868.de4dc9f8.6fea0000.dll
0x868dc9f8 svchost.exe          0x0710b0000 wbemsvc.dll          OK: module.868.de4dc9f8.710b0000.dll
0x868dc9f8 svchost.exe          0x075550000 KERNELBASE.dll       OK: module.868.de4dc9f8.75550000.dll
0x868dc9f8 svchost.exe          0x070bb0000 rasadhlp.dll         OK: module.868.de4dc9f8.70bb0000.dll
0x868dc9f8 svchost.exe          0x076ad0000 CLBCatQ.DLL          OK: module.868.de4dc9f8.76ad0000.dll
0x868dc9f8 svchost.exe          0x0740f0000 MMDevAPI.DLL         OK: module.868.de4dc9f8.740f0000.dll
0x868dc9f8 svchost.exe          0x074970000 GPAPI.dll            OK: module.868.de4dc9f8.74970000.dll
0x868dc9f8 svchost.exe          0x074840000 dhcpcsvc.DLL         OK: module.868.de4dc9f8.74840000.dll
0x868f6d40 svchost.exe          0x0001b0000 svchost.exe          OK: module.912.de4f6d40.1b0000.dll
0x868f6d40 svchost.exe          0x0771e0000 ntdll.dll            OK: module.912.de4f6d40.771e0000.dll
0x868f6d40 svchost.exe          0x074130000 POWRPROF.dll         OK: module.912.de4f6d40.74130000.dll
0x868f6d40 svchost.exe          0x0767a0000 USP10.dll            OK: module.912.de4f6d40.767a0000.dll
0x868f6d40 svchost.exe          0x074db0000 CRYPTSP.dll          OK: module.912.de4f6d40.74db0000.dll
0x868f6d40 svchost.exe          0x0713c0000 trkwks.dll           OK: module.912.de4f6d40.713c0000.dll
0x868f6d40 svchost.exe          0x070fe0000 hnetcfg.dll          OK: module.912.de4f6d40.70fe0000.dll
0x868f6d40 svchost.exe          0x075210000 SspiCli.dll          OK: module.912.de4f6d40.75210000.dll
0x868f6d40 svchost.exe          0x073a00000 PeerDist.dll         OK: module.912.de4f6d40.73a00000.dll
0x868f6d40 svchost.exe          0x0738a0000 taskschd.dll         OK: module.912.de4f6d40.738a0000.dll
0x868f6d40 svchost.exe          0x076600000 SETUPAPI.dll         OK: module.912.de4f6d40.76600000.dll
0x868f6d40 svchost.exe          0x076ad0000 CLBCatQ.DLL          OK: module.912.de4f6d40.76ad0000.dll
0x868f6d40 svchost.exe          0x070310000 netman.dll           OK: module.912.de4f6d40.70310000.dll
0x868f6d40 svchost.exe          0x074920000 VERSION.dll          OK: module.912.de4f6d40.74920000.dll
0x868f6d40 svchost.exe          0x074b50000 rsaenh.dll           OK: module.912.de4f6d40.74b50000.dll
0x868f6d40 svchost.exe          0x074160000 audiosrv.dll         OK: module.912.de4f6d40.74160000.dll
0x868f6d40 svchost.exe          0x071410000 sysmain.dll          OK: module.912.de4f6d40.71410000.dll
0x868f6d40 svchost.exe          0x074990000 USERENV.dll          OK: module.912.de4f6d40.74990000.dll
0x868f6d40 svchost.exe          0x071030000 netcfgx.dll          OK: module.912.de4f6d40.71030000.dll
0x868f6d40 svchost.exe          0x073840000 mstask.dll           OK: module.912.de4f6d40.73840000.dll
0x868f6d40 svchost.exe          0x0710b0000 wbemsvc.dll          OK: module.912.de4f6d40.710b0000.dll
0x868f6d40 svchost.exe          0x0748f0000 WINNSI.DLL           OK: module.912.de4f6d40.748f0000.dll
0x868f6d40 svchost.exe          0x073740000 uxsms.dll            OK: module.912.de4f6d40.73740000.dll
0x868f6d40 svchost.exe          0x071360000 wbemcomn.dll         OK: module.912.de4f6d40.71360000.dll
0x868f6d40 svchost.exe          0x074970000 GPAPI.dll            OK: module.912.de4f6d40.74970000.dll
0x868f6d40 svchost.exe          0x06ff80000 RASDLG.dll           OK: module.912.de4f6d40.6ff80000.dll
0x868f6d40 svchost.exe          0x075840000 ADVAPI32.dll         OK: module.912.de4f6d40.75840000.dll
0x868f6d40 svchost.exe          0x076dd0000 ole32.dll            OK: module.912.de4f6d40.76dd0000.dll
0x868f6d40 svchost.exe          0x0709f0000 APPHLPDM.DLL         OK: module.912.de4f6d40.709f0000.dll
0x868f6d40 svchost.exe          0x072000000 netshell.dll         OK: module.912.de4f6d40.72000000.dll
0x868f6d40 svchost.exe          0x06ff20000 RASAPI32.dll         OK: module.912.de4f6d40.6ff20000.dll
0x868f6d40 svchost.exe          0x075230000 apphelp.dll          OK: module.912.de4f6d40.75230000.dll
0x868f6d40 svchost.exe          0x076840000 sechost.dll          OK: module.912.de4f6d40.76840000.dll
0x868f6d40 svchost.exe          0x06fe50000 cscobj.dll           OK: module.912.de4f6d40.6fe50000.dll
0x868f6d40 svchost.exe          0x076ca0000 USER32.dll           OK: module.912.de4f6d40.76ca0000.dll
0x868f6d40 svchost.exe          0x0768c0000 GDI32.dll            OK: module.912.de4f6d40.768c0000.dll
0x868f6d40 svchost.exe          0x073100000 rtutils.dll          OK: module.912.de4f6d40.73100000.dll
0x868f6d40 svchost.exe          0x075330000 profapi.dll          OK: module.912.de4f6d40.75330000.dll
0x868f6d40 svchost.exe          0x074940000 pcwum.dll            OK: module.912.de4f6d40.74940000.dll
0x868f6d40 svchost.exe          0x0748c0000 ntmarta.dll          OK: module.912.de4f6d40.748c0000.dll
0x868f6d40 svchost.exe          0x070790000 sfc.dll              OK: module.912.de4f6d40.70790000.dll
0x868f6d40 svchost.exe          0x075320000 RpcRtRemote.dll      OK: module.912.de4f6d40.75320000.dll
0x868f6d40 svchost.exe          0x070bf0000 MPRAPI.dll           OK: module.912.de4f6d40.70bf0000.dll
0x868f6d40 svchost.exe          0x074200000 COMCTL32.dll         OK: module.912.de4f6d40.74200000.dll
0x868f6d40 svchost.exe          0x076f30000 RPCRT4.dll           OK: module.912.de4f6d40.76f30000.dll
0x868f6d40 svchost.exe          0x075430000 CRYPT32.dll          OK: module.912.de4f6d40.75430000.dll
0x868f6d40 svchost.exe          0x073c70000 XmlLite.dll          OK: module.912.de4f6d40.73c70000.dll
0x868f6d40 svchost.exe          0x075280000 CRYPTBASE.dll        OK: module.912.de4f6d40.75280000.dll
0x868f6d40 svchost.exe          0x073890000 dsrole.dll           OK: module.912.de4f6d40.73890000.dll
0x868f6d40 svchost.exe          0x074f20000 AUTHZ.dll            OK: module.912.de4f6d40.74f20000.dll
